group,detector,variant,case,AP,AP50,AP75,AP_delta_no_adapt,AP50_delta_no_adapt,AP75_delta_no_adapt,AP_delta_global_generic,AP50_delta_global_generic,AP75_delta_global_generic,AP_delta_det_pseudo,AP50_delta_det_pseudo,AP75_delta_det_pseudo
block_1,source,det_pseudo_clip_radius,contrast_s2,15.530410183875528,32.708628005657715,14.026402640264028,0.3385785007072123,1.1285950023573854,0.0,0.3385785007072123,1.1285950023573854,0.0,0.3385785007072123,1.1285950023573854,0.0
block_1,source,det_pseudo_clip_radius,color_cast_s1,12.950495049504948,23.679867986798676,16.13036303630363,-1.4537953795379561,-1.3201320132013223,2.103960396039606,0.5857085708570853,-2.7927792779277953,2.103960396039606,0.0,0.0,0.0
block_1,source,det_pseudo_clip_radius,color_cast_s2,10.888260254596888,25.565770862800562,12.623762376237622,-0.6034889203206038,-0.7543611504007564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,source,det_pseudo_clip_radius,clean_s0,17.126275127512752,28.825382538253823,25.0,1.4552080208020817,4.2654265426542635,0.4400440044004389,3.307793279327936,6.2016201620162,3.9603960396039612,0.5476172617261715,0.36003600360036137,0.4400440044004389
block_1,target,no_adapt,gamma_s1,10.949971987014477,25.81079449408355,6.399546204620461,0.0,0.0,0.0,-0.17128203142641601,-0.36665407784131077,0.7487956456936007,-0.17860776399967332,-0.4491623286663915,-0.5670145067502158
block_1,target,no_adapt,gamma_s2,9.262575708120261,23.316831683168317,4.221883726834222,0.0,0.0,0.0,-2.8835670311536665,-4.230610561056103,-9.602373698908353,0.8196702637296673,0.10789540492510685,2.1459761360751473
block_1,target,no_adapt,contrast_s1,13.074571742888574,24.246581801037244,15.120619204777618,0.0,0.0,0.0,-0.36001100110011064,-2.6650165016501663,0.0,-0.36001100110011064,-2.6650165016501663,0.0
block_1,target,no_adapt,contrast_s2,10.964317860357463,24.257425742574256,7.454031117397454,0.0,0.0,0.0,-0.36831281357580375,-1.2459140650907197,-0.09307843226718931,-0.14223739762470183,-0.7768469154607771,-0.021216407355022227
block_1,target,no_adapt,color_cast_s1,18.75854805977492,33.578500707213585,20.93844167025398,0.0,0.0,0.0,2.3577030302170234,6.343947581571347,1.9851177664350295,1.1504229615508177,2.3958824453873984,1.9851177664350295
block_1,target,no_adapt,color_cast_s2,13.609382366808106,24.57252868143957,18.921892189218923,0.0,0.0,0.0,0.29272492466637656,0.0,0.5082029942124644,-0.012729844413014724,-0.04243281471004168,0.0
block_1,target,no_adapt,clean_s0,21.024075484471524,34.160531437759154,27.25522552255225,0.0,0.0,0.0,2.0263897402873488,-0.7591739474135051,9.020902090209015,0.512439705509013,0.0,6.419141914191415
block_1,target,global_generic,gamma_s1,11.121254018440894,26.17744857192486,5.650750558926861,0.17128203142641601,0.36665407784131077,-0.7487956456936007,0.0,0.0,0.0,-0.007325732573257304,-0.08250825082508073,-1.3158101524438166
block_1,target,global_generic,gamma_s2,12.146142739273927,27.547442244224417,13.824257425742575,2.8835670311536665,4.230610561056103,9.602373698908353,0.0,0.0,0.0,3.703237294883334,4.338505965981209,11.7483498349835
block_1,target,global_generic,contrast_s1,13.434582743988685,26.911598302687413,15.120619204777618,0.36001100110011064,2.6650165016501663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,target,global_generic,contrast_s2,11.332630673933267,25.503339807664975,7.547109549664643,0.36831281357580375,1.2459140650907197,0.09307843226718931,0.0,0.0,0.0,0.22607541595110192,0.46906714962994256,0.07186202491216709
block_1,target,global_generic,color_cast_s1,16.4008450295579,27.234553125642236,18.95332390381895,-2.3577030302170234,-6.343947581571347,-1.9851177664350295,0.0,0.0,0.0,-1.2072800686662055,-3.9480651361839483,0.0
block_1,target,global_generic,color_cast_s2,13.31665744214173,24.57252868143957,18.41368919500646,-0.29272492466637656,0.0,-0.5082029942124644,0.0,0.0,0.0,-0.3054547690793913,-0.04243281471004168,-0.5082029942124644
block_1,target,global_generic,clean_s0,18.997685744184174,34.91970538517266,18.234323432343235,-2.0263897402873488,0.7591739474135051,-9.020902090209015,0.0,0.0,0.0,-1.5139500347783357,0.7591739474135051,-2.6017601760176006
block_1,target,det_pseudo,gamma_s1,11.12857975101415,26.259956822749942,6.966560711370677,0.17860776399967332,0.4491623286663915,0.5670145067502158,0.007325732573257304,0.08250825082508073,1.3158101524438166,0.0,0.0,0.0
block_1,target,det_pseudo,gamma_s2,8.442905444390593,23.208936278243208,2.0759075907590754,-0.8196702637296673,-0.10789540492510685,-2.1459761360751473,-3.703237294883334,-4.338505965981209,-11.7483498349835,0.0,0.0,0.0
block_1,target,det_pseudo,contrast_s1,13.434582743988685,26.911598302687413,15.120619204777618,0.36001100110011064,2.6650165016501663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,target,det_pseudo,contrast_s2,11.106555257982166,25.034272658035032,7.475247524752477,0.14223739762470183,0.7768469154607771,0.021216407355022227,-0.22607541595110192,-0.46906714962994256,-0.07186202491216709,0.0,0.0,0.0
block_1,target,det_pseudo,color_cast_s1,17.608125098224104,31.182618261826185,18.95332390381895,-1.1504229615508177,-2.3958824453873984,-1.9851177664350295,1.2072800686662055,3.9480651361839483,0.0,0.0,0.0,0.0
block_1,target,det_pseudo,color_cast_s2,13.622112211221122,24.61496149614961,18.921892189218923,0.012729844413014724,0.04243281471004168,0.0,0.3054547690793913,0.04243281471004168,0.5082029942124644,0.0,0.0,0.0
block_1,target,det_pseudo,clean_s0,20.51163577896251,34.160531437759154,20.836083608360838,-0.512439705509013,0.0,-6.419141914191415,1.5139500347783357,-0.7591739474135051,2.6017601760176006,0.0,0.0,0.0
