config,group,detector,macro_AP_delta_no_adapt,positive_conditions_no_adapt,clean_AP_delta_no_adapt,macro_AP_delta_full_hybrid,positive_conditions_full_hybrid,clean_AP_delta_full_hybrid
gradient_cosine_high_50,aggregate,ssd,-0.09312807220571706,0,-0.1649755546274223,2.095871455853852,3,0.0
gradient_cosine_high_50,block_1,source,-0.7486414054939335,0,1.4552080208020817,-0.2551371208549422,0,0.0
gradient_cosine_high_50,block_1,target,-0.17489227546563677,2,0.1396961558504023,-0.041804022917233306,1,0.0
gradient_cosine_high_50,block_1,ssd,-0.1862561444114339,0,-0.329951109254846,0.00018151418864035865,1,0.0
gradient_cosine_high_50,block_2,source,0.0,0,-1.6831683168316847,0.17739273927392704,2,0.0
gradient_cosine_high_50,block_2,target,0.0,0,-0.8168316831683176,-3.7499999999999987,0,0.0
gradient_cosine_high_50,block_2,ssd,0.0,0,0.0,4.191561397519061,2,0.0
gradient_cosine_high_75,aggregate,source,-0.7637745917448869,1,-0.11398014801480283,-0.42837989156058515,1,0.0
gradient_cosine_high_75,aggregate,target,-0.08060325949009924,3,-0.340441736481345,-1.88867994203576,0,0.0
gradient_cosine_high_75,aggregate,ssd,-0.1015023273294317,1,-0.1649755546274223,2.0874972007301373,2,0.0
gradient_cosine_high_75,block_1,source,-0.54993403475686,1,1.4552080208020817,-0.056429750117868716,0,0.0
gradient_cosine_high_75,block_1,target,-0.16175942323690107,3,0.1396961558504023,-0.028671170688497616,0,0.0
gradient_cosine_high_75,block_1,ssd,-0.17398451126521328,2,-0.329951109254846,0.012453147334860979,1,0.0
gradient_cosine_high_75,block_2,source,-0.9777227722772271,0,-1.6831683168316847,-0.8003300330033002,1,0.0
gradient_cosine_high_75,block_2,target,0.0,0,-0.8168316831683176,-3.7499999999999987,0,0.0
gradient_cosine_high_75,block_2,ssd,-0.029020143393649705,0,0.0,4.162541254125411,1,0.0
gradient_cosine_low_25,aggregate,source,0.5191389674681751,2,0.0,0.8545336676524767,5,0.11398014801480283
gradient_cosine_low_25,aggregate,target,0.013679942035760284,1,0.0,-1.7943967405099004,2,0.340441736481345
gradient_cosine_low_25,aggregate,ssd,-2.0874972007301373,0,0.0,0.1015023273294317,3,0.1649755546274223
gradient_cosine_low_25,block_1,source,0.056429750117868716,1,0.0,0.54993403475686,3,-1.4552080208020817
gradient_cosine_low_25,block_1,target,0.028671170688497616,1,0.0,0.16175942323690107,2,-0.1396961558504023
gradient_cosine_low_25,block_1,ssd,-0.012453147334860979,0,0.0,0.17398451126521328,2,0.329951109254846
gradient_cosine_low_25,block_2,source,0.9818481848184818,1,0.0,1.1592409240924089,2,1.6831683168316847
gradient_cosine_low_25,block_2,target,0.0,0,0.0,-3.7499999999999987,0,0.8168316831683176
gradient_cosine_low_25,block_2,ssd,-4.162541254125411,0,0.0,0.029020143393649705,1,0.0
gradient_cosine_low_50,aggregate,source,0.03727828139957016,2,0.0,0.37267298158387185,3,0.11398014801480283
gradient_cosine_low_50,aggregate,target,1.895556377248327,2,0.0,0.08747969470266626,1,0.340441736481345
gradient_cosine_low_50,aggregate,ssd,-2.095871455853852,1,0.0,0.09312807220571706,2,0.1649755546274223
gradient_cosine_low_50,block_1,source,0.2551371208549422,2,0.0,0.7486414054939335,3,-1.4552080208020817
gradient_cosine_low_50,block_1,target,0.041804022917233306,2,0.0,0.17489227546563677,1,-0.1396961558504023
gradient_cosine_low_50,block_1,ssd,-0.00018151418864035865,2,0.0,0.1862561444114339,2,0.329951109254846
gradient_cosine_low_50,block_2,source,-0.17739273927392704,1,0.0,0.0,0,1.6831683168316847
gradient_cosine_low_50,block_2,target,3.7499999999999987,1,0.0,0.0,0,0.8168316831683176
